-------------------------------OSpider ---------------------------------------
于 2019-12-29 16:03:54 爬取指定范围内的： 星巴克
区域左下坐标：113.705304,29.974252
区域右上坐标：115.089744,31.366201
选择的基础网格切分方式：1*1网格
使用的KEY：mgRIjArNHuol074XjsyDPQMu7g22hEjZ
抓取耗时：6.75s
KEY用量：7
POI总量108
-------------------------------results----------------------------------------
id	name	address	province	city	area	wgs84_lng	wgs84_lat	bd09_lng	bd09_lat
68	星巴克(汉街万达百货店)	武汉市 沙湖大道18号 万达广场4002号				114.33319933952019	30.559569861680657	114.345138	30.563355
69	星巴克(南湖时尚城店)	武汉市 南湖大道116号 零售商区K4a号楼地上一层商1-6单元				114.38127138021376	30.480646775251294	114.393293	30.484385
70	星巴克(大洋百货龙阳店)	武汉市 龙阳大道36号 龙阳大洋百货一层1A14-15单元				114.20344814343832	30.563149258933095	114.215414	30.56668
71	星巴克(汉阳人信汇店)	武汉市 龙阳大道58号 人信汇B座F1层				114.19999009339323	30.554880579920326	114.211985	30.558354
72	星巴克(蔡甸经开万达店)	武汉市 王家湾龙阳大道特6号 经开万达购物广场				114.1671847210856	30.5086611314482	114.179359	30.511946
73	星巴克(壹方购物中心店)	武汉市 中山大道1515号 壹方购物中心1F商场内				114.30533529462853	30.613435961583967	114.317377	30.616757
74	星巴克(菩提金国际广场店)	武汉市武昌区中北路166号普提金商务中心1层				114.35527215913892	30.577015594857833	114.367189	30.581037
75	星巴克(新时代商务中心店)	武汉市 武珞路456号 新时代商务中心写字楼一层				114.3249964377816	30.536066012161694	114.336979	30.539692
76	星巴克(武汉火车站到达层店)	武汉市 白云路 武汉火车站一层N5号(近西出站口)				114.41807402015482	30.60993482078394	114.430198	30.61332
77	星巴克(菱角湖万达广场2店)	武汉市 唐家墩路5号 菱角湖万达广场1F11号铺位				114.26367218414019	30.61259016483155	114.275593	30.61616
78	星巴克(东西湖中心广场店)	武汉市 东吴大道888号 东西湖中心广场1F				114.13278308780286	30.625791453745823	114.144924	30.629692
79	星巴克(光谷德国风情街店)	武汉市 珞瑜路766号 光谷世界城广场四期8栋德国风情街1楼				114.40411314532402	30.5035115059825	114.416243	30.506913
80	星巴克(光谷世界城三期店)	武汉市洪山区珞喻路726号光谷世界城意大利风情街3号楼1层				114.40095095908327	30.504587207464112	114.413075	30.508023
81	星巴克(永旺梦乐城金桥店)	武汉市江岸区金桥大道15号				114.27890405272582	30.63301239518223	114.290911	30.636357
82	星巴克(金银潭永旺梦乐城店)	武汉市 金银潭大道1号 永旺梦乐城1F				114.2327052317724	30.652426460379417	114.244557	30.656333
83	星巴克(汉街万达知音广场店)	武汉市 松竹路 知音广场J3-5-16号				114.3332849129897	30.56022620504709	114.345223	30.564013
84	星巴克(武汉市第一医院店)	武汉市 中山大道215号 武汉市第一医院2楼				114.26622050016448	30.57549559393121	114.278122	30.579
85	星巴克(经开永旺梦乐城1店)	武汉市 江城大道388号 永旺梦乐城武汉经开店一层A172号				114.20118656819879	30.507163368890698	114.213199	30.510649
86	星巴克(天河机场T3安检内西店)	武汉市黄陂区机场大道武汉天河机场T3安检内西区2WC-05商铺				114.21300944715597	30.774669290920766	114.224953	30.778456
87	星巴克(武汉大学店)	武汉市洪山区八一路483号中商平价珞珈山购物广场1楼				114.35103942806217	30.535562572228997	114.362974	30.539564
88	星巴克(江岸幸福里店)	武汉市 百步亭花园路18号 幸福时代				114.3089483125575	30.656969334681108	114.320984	30.660354
89	星巴克(江汉王府井店)	武汉市 中山大道888号 王府井百货一楼				114.2857992018583	30.582077325120807	114.297791	30.585328
90	星巴克(国贸新世界店)	武汉市江汉区建设大道566号国贸新世界商场一层				114.26487641061402	30.597345723066095	114.276787	30.600885
91	星巴克(徐东销品茂店)	武汉市 徐东大街18号 销品茂购物广场一楼				114.33845963791778	30.591020140353933	114.350393	30.594906
92	星巴克(光谷新世界店)	武汉市 东湖新技术开发区关山大道353号 光谷新世界1层				114.4070306067592	30.49647615232586	114.419159	30.49985
93	星巴克臻选(群光广场店)	武汉市洪山区珞瑜路6号群光广场一层				114.35030453187916	30.527620164967086	114.362245	30.531617
94	星巴克臻选(群星城店)	武汉市 徐东大街120号 群星城一层SL1-07单元				114.34330797231776	30.585725638942442	114.355229	30.589674
95	星巴克臻选(帝斯曼店)	武汉市武昌区武珞路421号一层1F-9号				114.32448220734119	30.53765411179389	114.336465	30.54127
96	星巴克臻选(花园道店)	武汉市 青年路308号 花园道1楼				114.26034409093928	30.59792932180787	114.272233	30.601547
97	星巴克臻选(凯德西城店)	武汉市硚口区解放大道26-2号凯德西城一层				114.18889889975473	30.6000474604597	114.20098	30.603389
98	星巴克臻选(汉街万达店)	武汉市 楚河汉街1号 武汉中央文化旅游区楚河汉街一街区J2-J3				114.34074800478975	30.555860569363997	114.352672	30.559766
99	星巴克臻选(青年路环贸ICC店)	武汉市 青年路161号 武汉环球贸易中心一层B102单元				114.25707243020533	30.59265924804567	114.268941	30.596328
100	星巴克臻选(江岸新天地店)	武汉市 中山大道1618号 A4商业区1号楼1门				114.3048453400248	30.61081718914422	114.316885	30.614131
101	星巴克臻选(天地盛荟购物中心店)	武汉市江岸区永和路8号天地盛荟购物中心底商				114.3085499447678	30.61784233625074	114.320591	30.621207
102	星巴克臻选(光谷世界城广场店)	武汉市 珞喻路766号 世界城广场一楼				114.39917298395667	30.508735565113852	114.411294	30.512195
103	星巴克(宜家2店)	武汉市 长宜路1号 武汉荟聚中心L12层5-12-01-SU轻轨连接栈桥入口处				114.16027648864775	30.618880279349728	114.172459	30.622281
104	星巴克(群光2店)	武汉市 珞喻路10号 群光二馆一层				114.35151288710394	30.527364131351156	114.363454	30.531367
105	星巴克(红坊里店)	武汉市 和平大道和建设四路交汇处 八大家红坊里42街1号				114.37778064748952	30.631065041793512	114.389819	30.634919
106	星巴克(泛海城市广场2店)	武汉市 云杉路199号 泛海城市广场2期1层				114.24988426216426	30.603955210066122	114.261738	30.607736
107	星巴克(洪山广场站店)	武汉市 中北路 洪山地铁站负一层商业街靠近D2出口旁				114.33115997439218	30.5489496002585	114.343112	30.552696
108	星巴克(经开永旺梦乐城2店)	武汉市汉阳区江城大道388号永旺梦乐城B座1层B104单元				114.19915646453326	30.50453969048783	114.211182	30.507992
